MMSI,Timestamp,Latitude,Longitude,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,Latitude_next,Longitude_next
367369720,2021-11-14 00:00:08,37.81997,-122.3605,0.0,335.2,195,ALTA JUNE,IMO9552290,WDE5645,31.0,0.0,23.0,10.0,,31,A,37.81997,-122.3605
367371830,2021-11-14 00:00:00,36.9332,-76.36945,0.1,14.8,289,PATUXENT,IMO9544229,WDE5805,31.0,0.0,30.0,10.0,,32,A,36.934810286520914,-76.36891773856603
367371890,2021-11-14 00:00:23,38.80095,-73.92744,4.5,294.8,511,RELENTLESS,IMO8111154,WBY9302,30.0,7.0,23.0,7.0,,30,A,38.83238770818142,-74.01474274195752
367372810,2021-11-14 00:00:00,30.26493,-88.03722,17.0,7.2,511,SEA ANGEL,IMO9551222,WDE5879,60.0,0.0,48.0,9.0,,60,A,30.54583975189931,-87.99613283820605
367375650,2021-11-14 00:00:09,48.64037,-123.18351,7.5,165.2,511,MARTHA,,WCY6838,37.0,0.0,17.0,4.0,,0,B,48.51959851093159,-123.13522002419579
367377380,2021-11-14 00:00:08,42.35558,-71.04969,0.0,72.2,277,FREEDOM,,WYR2173,60.0,0.0,29.0,12.0,,60,A,42.35558,-71.04969
367383660,2021-11-14 00:00:05,38.85198,-90.11235,0.0,223.2,310,KEVIN MICHAEL,IMO8424159,WDE6709,31.0,12.0,54.0,12.0,,57,A,38.85198,-90.11235
367387230,2021-11-14 00:00:05,45.60764,-122.6841,0.1,236.3,127,SANDWICK,,WDE6970,90.0,0.0,22.0,6.0,,31,A,45.606715882407016,-122.68608073060535
367387830,2021-11-14 00:00:00,28.98941,-80.65173,6.2,160.3,511,DISCOVERY,,WDE7013,37.0,0.0,13.0,4.0,,0,B,28.892190264262364,-80.61193425869229
367388280,2021-11-14 00:00:09,44.57038,-124.85653,2.9,319.6,314,NEW LIFE,IMO7201756,WDE7050,30.0,0.0,21.0,6.0,,30,A,44.60716288268666,-124.90047325224997
367389230,2021-11-14 00:00:00,48.51923,-122.62371,0.0,222.2,348,GUEMES,,WDE7121,60.0,0.0,37.0,10.0,,60,A,48.51923,-122.62371
367391260,2021-11-14 00:00:00,29.32765,-94.77378,0.0,135.2,511,ROBERT H DEDMAN,IMO9207003,WCY9892,60.0,0.0,80.0,19.0,3.2,0,A,29.32765,-94.77378
367400420,2021-11-14 00:00:07,40.94784,-73.0703,0.0,263.0,511,PT BARNUM,IMO8654285,WCZ3919,60.0,15.0,88.0,15.0,,60,A,40.94784,-73.0703
367400740,2021-11-14 00:00:00,30.38779,-81.55692,0.0,273.9,511,CATHLEEN E MORAN,IMO6608684,WDE8034,31.0,0.0,31.0,8.0,4.7,31,A,30.38779,-81.55692
367401030,2021-11-14 00:00:03,33.74021,-118.27815,0.0,304.4,10,DELTA BILLIE,IMO9562207,WDE8059,31.0,0.0,30.0,12.0,,31,A,33.74021,-118.27815
367402410,2021-11-14 00:00:01,39.00714,-81.76313,5.2,190.7,187,JANIS R BREWER,,WDE8175,31.0,0.0,40.0,10.0,,31,A,38.92203760763922,-81.78382352188312
367402930,2021-11-14 00:00:00,37.90164,-87.48297,0.0,120.5,95,JEAN AKIN,,WDE8216,31.0,15.0,28.0,7.0,,31,A,37.90164,-87.48297
367405720,2021-11-14 00:00:02,44.087,-91.66949,0.0,133.7,320,JODY MCMINN,,WDE8456,31.0,0.0,32.0,9.0,,57,A,44.087,-91.66949
367412560,2021-11-14 00:00:03,38.7675,-82.2117,4.2,301.1,511,DARRELL L,,WDF6742,31.0,8.0,43.0,9.0,,31,A,38.803632969070605,-82.28852291190778
367412830,2021-11-14 00:00:08,44.58862,-124.14206,7.2,181.3,179,ECHO BELLE,IMO803463100,WDE9050,30.0,0.0,33.0,8.0,4.0,30,A,44.468731725849096,-124.14588024341889
367416420,2021-11-14 00:00:01,21.31008,-157.86886,0.0,21.5,511,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,31,A,21.31008,-157.86886
367419340,2021-11-14 00:00:09,37.80207,-122.39902,0.0,1.0,511,DELTA CATHRYN,IMO9562219,WDE9621,31.0,0.0,30.0,12.0,,52,A,37.80207,-122.39902
367421660,2021-11-14 00:00:06,47.05124,-122.90567,0.0,360.0,511,CAPT BOB CAMPBELL,,WDE9819,31.0,0.0,21.0,7.0,,52,A,47.05124,-122.90567
367422010,2021-11-14 00:00:01,33.776,-118.24437,0.0,360.0,511,VALKYRIE,,WCZ5436,33.0,3.0,62.0,22.0,0.0,33,A,33.776,-118.24437
367428690,2021-11-14 00:00:03,41.61262,-71.4073,0.0,157.2,313,BERING DAWN,,WDF2490,31.0,0.0,24.0,8.0,,32,A,41.61262,-71.4073
367430330,2021-11-14 00:00:00,40.13908,-80.70493,3.4,189.7,511,JACKIE ENGLERT,,WDF2652,31.0,12.0,40.0,10.0,,31,A,40.08326110797447,-80.71741073782188
367433570,2021-11-14 00:00:20,39.44141,-91.03288,0.0,360.0,511,CHATTIE SUE SMITH,,WDF2924,31.0,0.0,14.0,4.0,,52,A,39.44141,-91.03288
367433690,2021-11-14 00:00:01,39.34535,-81.5492,4.7,37.9,42,CANTON,,WDH3051,31.0,0.0,32.0,9.0,,57,A,39.407119936051046,-81.487019500255
367435890,2021-11-14 00:00:15,34.74111,-76.34999,7.0,196.5,511,MISS KELLY,,WDF3104,30.0,0.0,19.0,6.0,,0,B,34.629323073942075,-76.39028617967445
367436830,2021-11-14 00:00:00,30.01,-93.99171,0.0,237.4,511,TEXAS CUTTER,,WDF3173,90.0,0.0,27.0,9.0,,98,A,30.01,-93.99171
367438210,2021-11-14 00:00:01,32.53336,-80.41301,6.2,180.4,186,INDEPENDENCE,IMO9583366,WDF3297,60.0,0.0,67.0,15.0,2.3,60,A,32.430098812385616,-80.41386509336058
367438630,2021-11-14 00:00:09,39.44102,-91.03239,0.0,115.0,322,A STEVE CROWLEY,,WDF3329,31.0,12.0,46.0,12.0,,57,A,39.44102,-91.03239
367439360,2021-11-14 00:00:03,33.49658,-88.46849,2.1,264.3,274,RICHARD TOLAR,,WDF3395,31.0,12.0,25.0,9.0,,57,A,33.49310615112614,-88.51022485341916
367448040,2021-11-14 00:00:11,37.81528,-122.41195,3.9,344.6,511,BAY WOLF,,WDF4104,60.0,0.0,15.0,3.0,,0,B,37.87790397481462,-122.43378506514779
367451110,2021-11-14 00:00:03,28.897,-95.3817,5.6,55.0,53,MISS ROLANETTE,,WDF4373,31.0,0.0,23.0,10.0,,57,A,28.950497727964684,-95.29443151222951
367453560,2021-11-14 00:00:22,41.48829,-71.31864,0.1,74.9,163,GROUSE III,,WDF4587,37.0,1.0,17.0,5.0,,37,A,41.48872388162083,-71.31649334959887
367456350,2021-11-14 00:00:04,35.20772,-90.06051,0.0,125.0,511,JAMES T,,WDF4835,31.0,15.0,20.0,7.0,,31,A,35.20772,-90.06051
367458050,2021-11-14 00:00:00,30.96632,-87.98782,5.2,120.4,511,TOM HUCKABEE,,WDF4986,31.0,12.0,37.0,10.0,,31,A,30.92249329217213,-87.90070228956579
367459590,2021-11-14 00:00:11,39.9044,-74.01343,7.6,178.4,511,DISCOVERY II,IMO8984288,WDF5122,30.0,0.0,25.0,7.0,,0,B,39.77786803747449,-74.00882266780322
367465570,2021-11-14 00:00:01,27.95334,-82.44346,0.0,324.5,511,BOBBIE ANN,,WDF5638,31.0,3.0,20.0,6.0,,31,A,27.95334,-82.44346
367466760,2021-11-14 00:00:02,48.5126,-122.64531,0.0,213.8,69,MARINA,IMO8939893,WDF5745,30.0,0.0,27.0,7.0,,30,A,48.5126,-122.64531
367473230,2021-11-14 00:00:08,39.80316,-75.40904,0.4,126.5,44,ESSEX,,WDF6340,90.0,3.0,42.0,11.0,,33,A,39.799197186823875,-75.40206903083626
367473520,2021-11-14 00:00:03,36.72312,-76.24562,0.0,114.3,112,ISLAND PILOT,,WDF6368,31.0,12.0,19.0,7.0,,57,A,36.72312,-76.24562
367473610,2021-11-14 00:00:00,27.58421,-82.75751,0.0,14.1,511,HINANO,,WDF6376,37.0,1.0,22.0,6.0,2.0,37,A,27.58421,-82.75751
367474680,2021-11-14 00:00:01,29.99223,-93.21643,6.1,140.8,511,CUSTOM,,WDF6479,31.0,0.0,17.0,7.0,,57,A,29.913497065486055,-93.1422890018119
367476050,2021-11-14 00:00:00,46.07594,-122.89693,0.0,242.5,203,CLACKAMAS,,WDF6614,31.0,0.0,20.0,6.0,,33,A,46.07594,-122.89693
367478370,2021-11-14 00:00:09,38.91139,-74.57644,2.7,264.1,511,JONATHAN RYAN,IMO8034083,WDF6841,30.0,0.0,21.0,6.0,,0,B,38.9067674527628,-74.63392671514723
367483830,2021-11-14 00:00:02,39.24145,-76.52489,0.1,202.0,511,LYNNE MORAN,IMO9349930,WDJ4485,31.0,0.0,28.0,9.0,3.4,0,A,39.239905734851874,-76.52569559593401
367489520,2021-11-14 00:00:01,30.0616,-93.35378,0.0,333.4,338,CALLIE DEVALL,,WDF7920,31.0,12.0,21.0,9.0,,31,A,30.0616,-93.35378
367495080,2021-11-14 00:00:15,33.71757,-118.27897,0.0,68.7,511,NOTORIOUS,,WDF8459,37.0,0.0,15.0,3.0,,0,B,33.71757,-118.27897
367498350,2021-11-14 00:00:01,37.1194,-88.64827,0.0,360.0,511,DREDGE ARMSTRONG,,WDF8767,90.0,15.0,27.0,9.0,,33,A,37.1194,-88.64827
367499090,2021-11-14 00:00:02,29.9963,-93.91661,0.0,316.0,333,LCPL PHILLIP C GEORG,,WDF8835,31.0,0.0,24.0,10.0,,57,A,29.9963,-93.91661
367500650,2021-11-14 00:00:02,45.7213,-122.7641,9.5,9.7,10,COUGAR,,WDF8988,31.0,0.0,17.0,5.0,,31,A,45.877264551247784,-122.7259140220846
367504950,2021-11-14 00:00:01,37.04875,-88.22318,4.7,32.6,42,THOMAS M GATTLE,,WDF9418,31.0,0.0,30.0,9.0,,31,A,37.1146976368733,-88.17033693642594
367505750,2021-11-14 00:00:44,39.66602,-80.86552,0.0,84.9,174,MARQUETTE HILLTOPPER,,WDF9497,31.0,12.0,39.0,11.0,,57,A,39.66602,-80.86552
367506070,2021-11-14 00:00:06,40.42515,-74.01064,0.4,7.2,511,DELTA,IMO8644553,WDF9528,31.0,0.0,25.0,7.0,3.2,52,A,40.43175964122116,-74.00954313594347
367510420,2021-11-14 00:00:00,30.06107,-93.35342,3.0,234.2,239,AL CENAC,,WDF9939,31.0,0.0,21.0,9.0,,52,A,30.03184182439611,-93.40024407933474
367514780,2021-11-14 00:00:04,37.90572,-122.37032,0.0,346.0,511,OCEAN SCOUT,,WDG2354,90.0,5.0,17.0,9.0,,54,A,37.90572,-122.37032
367516730,2021-11-14 00:00:08,45.61198,-122.64536,0.0,214.8,295,STACY T,,WDG2546,31.0,0.0,30.0,7.0,,31,A,45.61198,-122.64536
367519080,2021-11-14 00:00:01,28.54662,-95.80053,3.1,250.5,511,ST PAUL,IMO8969379,WDG2769,30.0,0.0,25.0,7.0,,0,B,28.529384933634436,-95.85593612818181
367523350,2021-11-14 00:00:05,36.30102,-89.59646,0.2,218.9,311,"BIG ""D""",,WDG3181,31.0,0.0,40.0,9.0,,90,A,36.29842760418742,-89.59905554990524
367524120,2021-11-14 00:00:08,43.07909,-70.73896,0.1,261.9,511,COCHECO,,WDG3253,90.0,0.0,27.0,9.0,,52,A,43.07885532285292,-70.74121753206674
367525060,2021-11-14 00:00:00,41.32852,-88.75222,0.0,203.8,273,LIBERTY,,WDG3345,31.0,0.0,29.0,9.0,,57,A,41.32852,-88.75222
367525770,2021-11-14 00:00:02,47.65901,-122.3803,0.1,18.3,511,TUGIDAK,IMO7309302,WDG3411,30.0,15.0,25.0,7.0,,79,A,47.66059130954141,-122.37952355468128
367530080,2021-11-14 00:00:11,46.0991,-122.94704,3.3,123.4,511,SOMMER S,IMO9669811,WDG3830,31.0,0.0,23.0,10.0,,52,A,46.068843960514876,-122.88086633047516
367531160,2021-11-14 00:00:05,33.60959,-117.89591,0.0,304.3,511,HAU TREE,,WDG3933,37.0,5.0,18.0,9.0,,37,A,33.60959,-117.89591
367533040,2021-11-14 00:00:08,36.32223,-87.22426,0.0,249.8,135,RICK HARNACK,IMO8845365,WDG4106,31.0,12.0,37.0,10.0,,57,A,36.32223,-87.22426
367533940,2021-11-14 00:00:02,29.60459,-94.36572,5.1,57.7,53,TAMPA,,WDG4190,31.0,12.0,23.0,10.0,,56,A,29.649979344305162,-94.28314089766455
367533950,2021-11-14 00:00:02,37.91335,-122.35052,0.0,360.0,511,EMPRESS,IMO8968284,WDG4191,60.0,0.0,24.0,6.0,,99,A,37.91335,-122.35052
367535290,2021-11-14 00:00:02,34.82645,-90.41206,7.8,261.9,265,WILLIAM E STRAIT,,WDG4318,31.0,0.0,56.0,13.0,,32,A,34.808145182527674,-90.5687399835211
367539090,2021-11-14 00:00:12,33.56038,-77.39674,9.2,228.3,231,B FRANKLIN REINAUER,IMO9653238,WDG4684,31.0,12.0,33.0,10.0,4.6,52,A,33.45844674443904,-77.53403373387992
367540560,2021-11-14 00:00:01,36.83673,-76.24792,0.0,339.4,206,ROBERT T,IMO7738981,WDI8475,31.0,12.0,22.0,7.0,,52,A,36.83673,-76.24792
367541980,2021-11-14 00:00:02,29.38391,-94.77094,4.6,47.4,46,EUGENIE J HUGER,,WDG4974,31.0,12.0,22.0,9.0,,57,A,29.43576885664868,-94.70621746924823
367542070,2021-11-14 00:00:04,41.93039,-70.02629,0.0,271.4,511,STRIDER,IMO0200000,WDG4982,53.0,0.0,15.0,8.0,0.0,53,A,41.93039,-70.02629
367543860,2021-11-14 00:00:02,40.65111,-80.37013,0.0,230.0,252,GEORGETOWN,IMO7202413,WDG5154,31.0,12.0,25.0,9.0,,57,A,40.65111,-80.37013
367544970,2021-11-14 00:00:00,39.8848,-75.17684,0.0,299.3,351,LIGHTNING,,WDG5277,31.0,12.0,22.0,9.0,,31,A,39.8848,-75.17684
367545030,2021-11-14 00:00:14,36.92289,-76.18708,0.0,360.0,511,LITTLE BRUTUS,,WDG5282,52.0,0.0,7.0,4.0,2.0,52,A,36.92289,-76.18708
367550510,2021-11-14 00:00:04,32.29818,-87.93061,8.3,209.1,207,ALEX PIEHET,,WDG5809,31.0,12.0,26.0,9.0,,31,A,32.177389623056406,-88.01014714303676
367551340,2021-11-14 00:00:19,41.29396,-72.90434,0.0,274.1,511,ALEX MCALLISTER,IMO8601159,WDG5889,31.0,0.0,26.0,10.0,3.8,52,A,41.29396,-72.90434
367552410,2021-11-14 00:00:07,39.88617,-75.1765,0.0,309.4,511,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,31.0,0.0,26.0,10.0,,52,A,39.88617,-75.1765
367554950,2021-11-14 00:00:00,40.64715,-89.61107,0.0,233.1,511,RIVER EAGLE,,WDG6246,31.0,12.0,19.0,9.0,,31,A,40.64715,-89.61107
367556250,2021-11-14 00:00:38,41.42304,-88.19284,0.0,187.9,55,MIDWEST PRIDE,,WDG6369,31.0,0.0,18.0,7.0,,31,A,41.42304,-88.19284
367557930,2021-11-14 00:00:06,42.61496,-82.59406,0.0,236.0,54,KURT R LUEDTKE,,WDG6523,31.0,0.0,21.0,6.0,,52,A,42.61496,-82.59406
367558180,2021-11-14 00:00:00,40.5109,-74.29338,0.0,133.7,120,POTOMAC,IMO9475806,WDG6546,31.0,0.0,30.0,10.0,4.0,52,A,40.5109,-74.29338
367564940,2021-11-14 00:00:17,40.14448,-91.51508,0.0,142.3,511,SIR-FREDERICK,,WDG7205,31.0,0.0,16.0,9.0,,31,A,40.14448,-91.51508
367565450,2021-11-14 00:00:02,47.70472,-122.6249,0.0,220.7,358,MARY PEARL,,WDG7257,37.0,5.0,13.0,4.0,,90,A,47.70472,-122.6249
367568460,2021-11-14 00:00:04,41.0717,-73.16204,16.1,170.8,511,GRAND REPUBLIC,IMO8986145,WDG7555,60.0,15.0,93.0,15.0,,60,A,40.80699692108148,-73.10517141490729
367573820,2021-11-14 00:00:06,46.23723,-123.71525,10.6,56.7,55,OCEAN EAGLE,IMO7047239,WDG8082,31.0,0.0,33.0,9.0,4.3,52,A,46.33415867354584,-123.50191279937403
367579070,2021-11-14 00:01:03,37.78716,-122.27142,0.0,360.0,511,ZEUS,,WDG8586,37.0,0.0,12.0,9.0,,0,B,37.78716,-122.27142
367580880,2021-11-14 00:00:03,41.32128,-88.88805,0.0,1.0,108,CHRISTOPHER MYSKOWSK,,WDG8768,31.0,12.0,41.0,14.0,,57,A,41.32128,-88.88805
367581680,2021-11-14 00:00:01,30.73571,-88.04144,0.0,309.3,92,THE DELTA,,WDG8848,31.0,4.0,16.0,6.0,,31,A,30.73571,-88.04144
367583470,2021-11-14 00:00:39,42.86252,-91.09534,5.4,3.3,1,EMILY DAVIS,,WDG9019,31.0,12.0,32.0,9.0,,57,A,42.952310219220244,-91.0882767585595
367583840,2021-11-14 00:00:02,41.62052,-88.06261,0.0,230.4,511,KIOWA,,WDG9056,31.0,0.0,21.0,9.0,,31,A,41.62052,-88.06261
367593050,2021-11-14 00:00:04,34.14875,-119.20639,6.1,150.6,132,SIMONE BRUSCO,IMO9748980,WDG9967,31.0,15.0,24.0,8.0,,31,A,34.060236279419485,-119.14612424134454
367593050,2021-11-14 00:01:10,34.14858,-119.20627,7.9,265.6,265,SIMONE BRUSCO,IMO9748980,WDG9967,31.0,15.0,24.0,8.0,,31,A,34.13848546789688,-119.3647917266338
367593210,2021-11-14 00:00:03,38.16043,-76.2834,5.5,171.7,511,SOUTHERN STAR,IMO8987319,WDG9984,31.0,0.0,24.0,7.0,2.6,52,A,38.06978459025324,-76.266581981795
367595750,2021-11-14 00:00:19,41.64461,-70.92109,0.0,359.0,2,RELIANCE,IMO9759537,WDH2253,30.0,15.0,28.0,8.0,,30,A,41.64461,-70.92109
367597910,2021-11-14 00:00:30,47.64462,-122.34437,0.1,290.9,511,PATRIOT,,WDH2468,37.0,0.0,16.0,9.0,,0,B,47.645214162696696,-122.34667947856795
367599370,2021-11-14 00:00:05,46.73893,-92.08554,0.1,275.4,511,HELEN H,IMO8624670,WDH2609,31.0,15.0,25.0,8.0,,52,A,46.73908674150029,-92.08795951629794
367599920,2021-11-14 00:00:16,48.50149,-122.60581,0.2,182.0,511,RISING SUN,,WDH2662,30.0,0.0,17.0,9.0,,0,B,48.49816094198001,-122.6059854499963
367600490,2021-11-14 00:00:01,30.34485,-88.5047,0.0,179.1,179,SAN SABA,,WDH2719,31.0,0.0,23.0,9.0,,57,A,30.34485,-88.5047
367602640,2021-11-14 00:00:25,45.60244,-122.63221,0.6,78.2,107,NEKAS,,WDH2931,37.0,0.0,10.0,9.0,,0,B,45.6044835825596,-122.61822827074667
367605210,2021-11-14 00:00:05,47.65351,-122.36376,0.0,184.2,511,GYRFALCON,IMO7732406,WDH3191,37.0,0.0,26.0,6.0,,67,A,47.65351,-122.36376
367606910,2021-11-14 00:00:03,37.85821,-87.40904,1.2,326.1,329,KELLE B,,WDH3391,31.0,0.0,21.0,9.0,,31,A,37.874799059933395,-87.42315898037423
367610280,2021-11-14 00:00:04,38.79904,-84.18712,6.2,272.8,273,J W HUNTER,,WDH3730,31.0,12.0,40.0,14.0,,31,A,38.80408440817245,-84.31946185503115
367610540,2021-11-14 00:00:00,41.22409,-73.95195,4.7,335.6,511,HELEN LARAWAY,IMO8992522,WDH3753,31.0,15.0,21.0,8.0,,31,A,41.29537881772151,-73.99494483122379
367610590,2021-11-14 00:00:02,30.21545,-88.49953,0.0,324.9,97,SEA CYPRESS,,WDH3758,31.0,0.0,22.0,9.0,,31,A,30.21545,-88.49953
367614620,2021-11-14 00:00:05,48.67791,-123.41422,0.1,319.8,511,UMIAK V,,WDH4143,37.0,0.0,19.0,9.0,,0,B,48.67918213559801,-123.41584812684204
367619920,2021-11-14 00:00:03,36.97807,-88.22405,0.0,15.3,328,AMERICAN SPIRIT,,WDH4653,31.0,12.0,22.0,9.0,,31,A,36.97807,-88.22405
367620180,2021-11-14 00:00:00,29.78546,-95.09084,0.0,260.6,351,APACHE,IMO8851314,WDH4677,31.0,12.0,19.0,7.0,,2,A,29.78546,-95.09084
367622140,2021-11-14 00:00:04,40.70954,-73.98418,0.1,258.8,511,THE MANHATTAN,,WDH4861,60.0,0.0,29.0,6.0,,99,A,40.70921649421667,-73.98633536688318
367624370,2021-11-14 00:00:14,39.54704,-75.70446,0.0,59.0,511,WANDERLUST,,WDH5085,37.0,0.0,14.0,9.0,,0,B,39.54704,-75.70446
367625610,2021-11-14 00:00:02,29.75825,-95.09794,0.0,50.4,298,SWEENEY,,WDH5209,31.0,0.0,23.0,9.0,,57,A,29.75825,-95.09794
367628230,2021-11-14 00:00:21,41.65962,-88.05125,0.0,0.0,42,LAURENCE M GONSOULIN,,WDH5472,31.0,5.0,27.0,9.0,,57,A,41.65962,-88.05125
367632260,2021-11-14 00:00:06,47.66666,-122.38946,0.0,224.8,1,NOTORIOUS,IMO7202061,WDH5866,30.0,15.0,36.0,9.0,3.4,30,A,47.66666,-122.38946
367642530,2021-11-14 00:00:01,33.76633,-118.27328,0.0,8.0,511,BO BRUSCO,IMO9772917,WDH6880,31.0,0.0,23.0,8.0,,31,A,33.76633,-118.27328
367643270,2021-11-14 00:00:01,30.90919,-87.95771,5.6,140.8,158,AMERICAN DREAM,,WDH6954,31.0,12.0,21.0,9.0,,3,A,30.83691058470851,-87.8890027117305
367649320,2021-11-14 00:00:04,48.52314,-122.75492,16.1,90.9,84,WSF SAMISH,IMO9720251,WDH7552,60.0,0.0,110.0,25.0,5.0,60,A,48.51892804325087,-122.35009990256427
367649660,2021-11-14 00:00:04,46.50016,-84.3381,0.0,0.0,511,KENTUCKY,,WDH7593,31.0,0.0,24.0,6.0,,52,A,46.50016,-84.3381
367650150,2021-11-14 00:00:53,33.71979,-118.27975,0.0,217.4,511,LIONHEART,,WDH7640,37.0,0.0,14.0,9.0,,0,B,33.71979,-118.27975
367651010,2021-11-14 00:00:21,48.5038,-122.60517,0.0,30.6,511,DORISS,,WDH7724,37.0,0.0,27.0,9.0,,0,B,48.5038,-122.60517
367653480,2021-11-14 00:00:00,29.80526,-93.75637,0.0,337.1,511,JUNIOR G,,WDH7979,31.0,0.0,12.0,5.0,,52,A,29.80526,-93.75637
367653630,2021-11-14 00:00:00,46.15342,-123.37714,0.0,0.0,511,OSCAR B,,WDH7993,60.0,0.0,33.0,9.0,,99,A,46.15342,-123.37714
367657930,2021-11-14 00:00:07,35.96162,-75.98927,7.6,213.4,511,JOHN PARRISH,,WDH8435,31.0,11.0,28.0,7.0,,52,A,35.855943859913445,-76.07535805037692
367661930,2021-11-14 00:00:05,33.72966,-118.27534,0.1,227.5,126,MICHELLE SLOAN,IMO9747819,WDH8832,31.0,0.0,24.0,9.0,,52,A,33.72853477504392,-118.27681651388622
367662190,2021-11-14 00:00:18,46.23201,-124.10537,5.6,14.8,511,CASSANDRA ANNE,IMO8012293,WDH8856,30.0,0.0,20.0,6.0,,0,B,46.32218604517108,-124.07092708126768
367665350,2021-11-14 00:00:00,36.06095,-89.68861,0.0,258.7,511,LOU DRAPER,,WDH9171,31.0,15.0,18.0,9.0,,30,A,36.06095,-89.68861
367665390,2021-11-14 00:00:01,37.03968,-88.44196,0.0,360.0,511,MISS BETTY,,WDH9175,31.0,0.0,11.0,9.0,,52,A,37.03968,-88.44196
367666530,2021-11-14 00:00:38,34.78747,-87.66789,0.3,360.0,511,BOBBY THOMPSON,,WDH9288,31.0,0.0,45.0,9.0,,31,A,34.79246663084248,-87.66789
367667060,2021-11-14 00:00:06,46.22303,-119.01439,0.0,252.8,51,GRANITE POINT,,WDH9342,31.0,0.0,29.0,9.0,,57,A,46.22303,-119.01439
367669550,2021-11-14 00:00:10,48.51145,-122.6445,0.0,258.4,156,ALASKA CHALLENGER,IMO7938024,WDH9586,30.0,15.0,30.0,7.0,,30,A,48.51145,-122.6445
367671080,2021-11-14 00:00:06,40.64152,-74.12954,0.1,86.2,274,KIRBY MORAN,IMO9778349,WDH9735,31.0,0.0,28.0,11.0,,52,A,40.6416303820716,-74.12734985382126
367672140,2021-11-14 00:00:00,33.72353,-118.28044,0.0,246.9,511,MAURETANIA,,WDH9845,60.0,15.0,23.0,5.0,,60,A,33.72353,-118.28044
367676010,2021-11-14 00:00:06,47.65591,-122.37888,0.0,26.0,185,POLAR LADY,IMO7947659,WDI2229,30.0,0.0,25.0,8.0,,30,A,47.65591,-122.37888
367676470,2021-11-14 00:00:01,29.60354,-92.25182,0.0,270.2,511,CAPTAIN BOUDREAUX,,WDI2272,31.0,0.0,22.0,8.0,,90,A,29.60354,-92.25182
367681150,2021-11-14 00:01:10,37.01137,-89.1702,6.6,148.4,511,JACK JAMES,,WDI2732,31.0,12.0,40.0,11.0,,32,A,36.91774316849269,-89.09806668499533
367681730,2021-11-14 00:00:01,40.64435,-74.02849,0.0,360.0,511,NYPD 454,,WDI2785,31.0,0.0,27.0,9.0,,55,A,40.64435,-74.02849
367683579,2021-11-14 00:00:01,40.12197,-91.51307,0.0,148.7,511,SIR KRIS-TYN,,WDI2965,31.0,15.0,0.0,0.0,0.0,31,A,40.12197,-91.51307
367683830,2021-11-14 00:00:05,34.3899,-119.90591,1.0,13.1,511,RAVEN,,WDI2989,60.0,0.0,23.0,5.0,,38,A,34.40612199452648,-119.9013354525488
367687630,2021-11-14 00:00:01,33.7576,-118.18615,0.0,50.6,511,AEOLIAN,,WDI3371,37.0,0.0,13.0,9.0,,0,B,33.7576,-118.18615
367688990,2021-11-14 00:00:03,33.79797,-78.5497,4.4,110.1,511,CARPE VENTUM,,WDI3502,37.0,0.0,12.0,9.0,,0,B,33.772785270770484,-78.46688392167731
367691010,2021-11-14 00:00:03,41.28629,-70.0955,0.0,284.4,71,WOODS HOLE,IMO9792931,WDI3700,60.0,0.0,71.0,9.0,,60,A,41.28629,-70.0955
367692510,2021-11-14 00:00:10,32.72022,-117.22472,0.1,306.1,511,HERITAGE,,WDI3844,37.0,0.0,16.0,9.0,,0,B,32.72120133223047,-117.2263195605362
367692620,2021-11-14 00:00:08,32.71125,-117.1736,0.0,52.6,47,PACIFIC HORIZON,IMO8133023,WDI3854,30.0,0.0,19.0,6.0,,30,A,32.71125,-117.1736
367694720,2021-11-14 00:00:08,40.64039,-74.1944,0.0,360.0,511,JANET D,,WDI4058,31.0,0.0,20.0,9.0,,52,A,40.64039,-74.1944
367695570,2021-11-14 00:00:23,47.6446,-122.30934,0.0,195.7,511,FIGARO,,WDI4140,37.0,0.0,12.0,9.0,,0,B,47.6446,-122.30934
367701960,2021-11-14 00:00:43,40.17621,-80.68473,0.0,273.5,204,LAURA S,,WDI4785,31.0,0.0,18.0,9.0,,52,A,40.17621,-80.68473
367702070,2021-11-14 00:00:03,37.02113,-89.1725,0.0,22.2,142,CHRISTOPHER M PARSON,,WDI4795,31.0,0.0,51.0,14.0,,31,A,37.02113,-89.1725
367702190,2021-11-14 00:00:01,36.34618,-89.60347,3.8,268.2,511,JEFFREY G STOVER,,WDI4806,31.0,0.0,55.0,16.0,,31,A,36.34419199241045,-89.68200915142737
367702780,2021-11-14 00:00:05,45.58753,-122.77029,0.1,148.4,317,SARAH,IMO9824887,WDI4859,31.0,0.0,23.0,9.0,,52,A,45.58611141164383,-122.7690429324017
367704620,2021-11-14 00:00:03,40.75264,-74.02264,0.0,281.2,511,SUNDANCER,,WDI5046,60.0,0.0,30.0,6.0,,6,A,40.75264,-74.02264
367708880,2021-11-14 00:00:01,40.60728,-80.63791,0.0,346.6,31,ALICE JEAN,,WDI5470,31.0,0.0,19.0,9.0,,52,A,40.60728,-80.63791
